true__action_noise,true__xprob_volatility,estimated__action_noise,estimated__xprob_volatility,prior_idx,input_sequence_idx,simulation_idx,Column1,Column2,,,
2.5,-2,1.733563837,-3.280194617,1,1,1,1.280194617,0.766436163,,,
0.1,-10,0.118974032,-7.937078736,1,1,2,2.062921264,0.018974032,,,
0.1,-9,0.116660761,-7.664137779,1,1,2,1.335862221,0.016660761,,,
0.1,-8,0.151150813,-7.316949256,1,1,2,0.683050744,0.051150813,,,
0.1,-7,0.083922658,-7.667012083,1,1,2,0.667012083,0.016077342,,,
0.1,-6,0.053692637,-6.012709752,1,1,2,0.012709752,0.046307363,,,
0.1,-5,0.060861974,-5.35581684,1,1,2,0.35581684,0.039138026,,,
0.1,-4,0.191731458,-4.228796163,1,1,2,0.228796163,0.091731458,,,
0.1,-3,0.07320651,-2.828861996,1,1,2,0.171138004,0.02679349,,,
0.1,-2,0.180496115,-1.964591116,1,1,2,0.035408884,0.080496115,,,
0.4,-10,0.489480296,-7.583375117,1,1,2,2.416624883,0.089480296,,,
0.4,-9,0.440663271,-7.170700806,1,1,2,1.829299194,0.040663271,,,
0.4,-8,0.41468533,-8.12891846,1,1,2,0.12891846,0.01468533,,,
0.4,-7,0.456461166,-6.493662915,1,1,2,0.506337085,0.056461166,,,
0.4,-6,0.346901692,-5.458476578,1,1,2,0.541523422,0.053098308,,,
0.4,-5,0.62501448,-5.767015189,1,1,2,0.767015189,0.22501448,,,
0.4,-4,0.526509727,-3.7458366,1,1,2,0.2541634,0.126509727,,,
0.4,-3,0.387014066,-3.486088556,1,1,2,0.486088556,0.012985934,,,
0.4,-2,0.35303772,-1.872994597,1,1,2,0.127005403,0.04696228,,,
0.7,-10,0.831568427,-6.516883177,1,1,2,3.483116823,0.131568427,,,
0.7,-9,0.809361344,-6.478994097,1,1,2,2.521005903,0.109361344,,,
0.7,-8,0.563936696,-7.134888748,1,1,2,0.865111252,0.136063304,,,
0.7,-7,0.879485194,-7.459666651,1,1,2,0.459666651,0.179485194,,,
0.7,-6,0.968641905,-4.851744619,1,1,2,1.148255381,0.268641905,,,
0.7,-5,0.52727945,-4.468290768,1,1,2,0.531709232,0.17272055,,,
0.7,-4,1.138996224,-3.145360793,1,1,2,0.854639207,0.438996224,,,
0.7,-3,0.675149953,-3.12218319,1,1,2,0.12218319,0.024850047,,,
0.7,-2,0.599602756,-1.698736783,1,1,2,0.301263217,0.100397244,,,
1,-10,1.129849168,-7.394717644,1,1,2,2.605282356,0.129849168,,,
1,-9,1.078213113,-6.918790862,1,1,2,2.081209138,0.078213113,,,
1,-8,1.077318205,-5.76845142,1,1,2,2.23154858,0.077318205,,,
1,-7,1.118262552,-6.8577868,1,1,2,0.1422132,0.118262552,,,
1,-6,1.060439354,-6.235806087,1,1,2,0.235806087,0.060439354,,,
1,-5,0.866678424,-4.740304311,1,1,2,0.259695689,0.133321576,,,
1,-4,0.941547646,-4.149611497,1,1,2,0.149611497,0.058452354,,,
1,-3,1.013316721,-2.822835863,1,1,2,0.177164137,0.013316721,,,
1,-2,1.144084622,-2.63242149,1,1,2,0.63242149,0.144084622,,,
1.3,-10,1.3399791,-6.583862148,1,1,2,3.416137852,0.0399791,,,
1.3,-9,1.529696282,-7.15789547,1,1,2,1.84210453,0.229696282,,,
1.3,-8,1.533690216,-6.102680824,1,1,2,1.897319176,0.233690216,,,
1.3,-7,1.663516521,-5.35392562,1,1,2,1.64607438,0.363516521,,,
1.3,-6,1.102426924,-5.965149533,1,1,2,0.034850467,0.197573076,,,
1.3,-5,1.3323511,-5.258127967,1,1,2,0.258127967,0.0323511,,,
1.3,-4,1.218264742,-6.7365223,1,1,2,2.7365223,0.081735258,,,
1.3,-3,1.080925501,-3.564458249,1,1,2,0.564458249,0.219074499,,,
1.3,-2,1.237236912,-2.137513287,1,1,2,0.137513287,0.062763088,,,
1.6,-10,1.893501163,-6.260902619,1,1,2,3.739097381,0.293501163,,,
1.6,-9,1.171427943,-7.441521214,1,1,2,1.558478786,0.428572057,,,
1.6,-8,1.464309385,-5.875930511,1,1,2,2.124069489,0.135690615,,,
1.6,-7,1.34860148,-6.695022714,1,1,2,0.304977286,0.25139852,,,
1.6,-6,1.41673764,-5.164644942,1,1,2,0.835355058,0.18326236,,,
1.6,-5,1.532332736,-5.236594826,1,1,2,0.236594826,0.067667264,,,
1.6,-4,1.718794567,-5.542792828,1,1,2,1.542792828,0.118794567,,,
1.6,-3,1.765534849,-2.247540883,1,1,2,0.752459117,0.165534849,,,
1.6,-2,1.401066308,-1.774950338,1,1,2,0.225049662,0.198933692,,,
1.9,-10,1.630356114,-6.009069785,1,1,2,3.990930215,0.269643886,,,
1.9,-9,1.747923094,-7.376580615,1,1,2,1.623419385,0.152076906,,,
1.9,-8,1.54011677,-5.75994981,1,1,2,2.24005019,0.35988323,,,
1.9,-7,1.475979768,-5.667103325,1,1,2,1.332896675,0.424020232,,,
1.9,-6,1.47934574,-4.941147423,1,1,2,1.058852577,0.42065426,,,
1.9,-5,1.350241184,-5.990107048,1,1,2,0.990107048,0.549758816,,,
1.9,-4,1.698363339,-4.966786806,1,1,2,0.966786806,0.201636661,,,
1.9,-3,1.93329424,-3.278278474,1,1,2,0.278278474,0.03329424,,,
1.9,-2,1.325653997,-3.807306618,1,1,2,1.807306618,0.574346003,,,
2.2,-10,2.128214699,-6.698868601,1,1,2,3.301131399,0.071785301,,,
2.2,-9,1.701575044,-6.81807021,1,1,2,2.18192979,0.498424956,,,
2.2,-8,1.59387655,-5.211088965,1,1,2,2.788911035,0.60612345,,,
2.2,-7,1.967260342,-4.660651016,1,1,2,2.339348984,0.232739658,,,
2.2,-6,1.517209682,-5.318893604,1,1,2,0.681106396,0.682790318,,,
2.2,-5,1.706386184,-4.452198857,1,1,2,0.547801143,0.493613816,,,
2.2,-4,1.39103735,-4.958747015,1,1,2,0.958747015,0.80896265,,,
2.2,-3,1.64733103,-4.95760785,1,1,2,1.95760785,0.55266897,,,
2.2,-2,1.181877071,-5.654748255,1,1,2,3.654748255,1.018122929,,,
2.5,-10,2.182686906,-5.384092847,1,1,2,4.615907153,0.317313094,,,
2.5,-9,1.596832751,-6.406244231,1,1,2,2.593755769,0.903167249,,,
2.5,-8,2.202613471,-5.881190067,1,1,2,2.118809933,0.297386529,,,
2.5,-7,1.865817817,-4.589273075,1,1,2,2.410726925,0.634182183,,,
2.5,-6,1.560546784,-5.132572975,1,1,2,0.867427025,0.939453216,,,
2.5,-5,1.786665843,-7.332049196,1,1,2,2.332049196,0.713334157,,,
2.5,-4,1.725948808,-5.434239152,1,1,2,1.434239152,0.774051192,,,
2.5,-3,1.729636273,-2.672670309,1,1,2,0.327329691,0.770363727,,,
2.5,-2,1.514796839,-3.087893189,1,1,2,1.087893189,0.985203161,,,
0.1,-10,0.138517941,-6.264415207,1,1,3,3.735584793,0.038517941,,,
0.1,-9,0.156712728,-7.700633708,1,1,3,1.299366292,0.056712728,,,
0.1,-8,0.02036102,-7.006039407,1,1,3,0.993960593,0.07963898,,,
0.1,-7,0.121433054,-7.2341206,1,1,3,0.2341206,0.021433054,,,
0.1,-6,0.120488282,-5.209701292,1,1,3,0.790298708,0.020488282,,,
0.1,-5,0.071140879,-5.498536973,1,1,3,0.498536973,0.028859121,,,
0.1,-4,0.180315013,-4.291184865,1,1,3,0.291184865,0.080315013,,,
0.1,-3,0.037345135,-2.580906906,1,1,3,0.419093094,0.062654865,,,
0.1,-2,0.181941947,-1.998454534,1,1,3,0.001545466,0.081941947,,,
0.4,-10,0.435415988,-7.924990249,1,1,3,2.075009751,0.035415988,,,
0.4,-9,0.434081146,-7.431084383,1,1,3,1.568915617,0.034081146,,,
0.4,-8,0.425059243,-6.393314902,1,1,3,1.606685098,0.025059243,,,
0.4,-7,0.399295691,-6.683491711,1,1,3,0.316508289,0.000704309,,,
0.4,-6,0.488458834,-6.323889091,1,1,3,0.323889091,0.088458834,,,
0.4,-5,0.309965284,-5.296923254,1,1,3,0.296923254,0.090034716,,,
0.4,-4,0.462098797,-4.726040801,1,1,3,0.726040801,0.062098797,,,
0.4,-3,0.37159026,-3.133347605,1,1,3,0.133347605,0.02840974,,,
0.4,-2,0.400748916,-1.78811931,1,1,3,0.21188069,0.000748916,,,
0.7,-10,1.006393099,-6.85311774,1,1,3,3.14688226,0.306393099,,,
0.7,-9,1.070643179,-6.752739089,1,1,3,2.247260911,0.370643179,,,
0.7,-8,0.928813236,-5.406540414,1,1,3,2.593459586,0.228813236,,,
0.7,-7,1.179201821,-6.831625315,1,1,3,0.168374685,0.479201821,,,
0.7,-6,0.668217016,-5.654641987,1,1,3,0.345358013,0.031782984,,,
0.7,-5,0.830668709,-5.201869598,1,1,3,0.201869598,0.130668709,,,
0.7,-4,0.861512289,-4.614361252,1,1,3,0.614361252,0.161512289,,,
0.7,-3,0.743186051,-3.234537083,1,1,3,0.234537083,0.043186051,,,
0.7,-2,0.939194845,-2.185066364,1,1,3,0.185066364,0.239194845,,,
1,-10,0.95383686,-6.065624715,1,1,3,3.934375285,0.04616314,,,
1,-9,0.8924383,-8.013210817,1,1,3,0.986789183,0.1075617,,,
1,-8,1.461372067,-5.203791415,1,1,3,2.796208585,0.461372067,,,
1,-7,1.127218231,-7.480303736,1,1,3,0.480303736,0.127218231,,,
1,-6,1.08044227,-7.123930947,1,1,3,1.123930947,0.08044227,,,
1,-5,1.223515863,-4.481375617,1,1,3,0.518624383,0.223515863,,,
1,-4,1.1599089,-3.188634052,1,1,3,0.811365948,0.1599089,,,
1,-3,0.87738803,-3.417809674,1,1,3,0.417809674,0.12261197,,,
1,-2,1.334060603,-1.565737317,1,1,3,0.434262683,0.334060603,,,
1.3,-10,1.756845479,-6.553745607,1,1,3,3.446254393,0.456845479,,,
1.3,-9,1.200781757,-5.81773196,1,1,3,3.18226804,0.099218243,,,
1.3,-8,1.608693228,-6.374993271,1,1,3,1.625006729,0.308693228,,,
1.3,-7,1.427942343,-6.214989259,1,1,3,0.785010741,0.127942343,,,
1.3,-6,2.008149776,-2.815569638,1,1,3,3.184430362,0.708149776,,,
1.3,-5,0.689179888,-6.377114562,1,1,3,1.377114562,0.610820112,,,
1.3,-4,1.124024166,-4.665360803,1,1,3,0.665360803,0.175975834,,,
1.3,-3,1.204591919,-3.544570624,1,1,3,0.544570624,0.095408081,,,
1.3,-2,1.199612728,-1.825848834,1,1,3,0.174151166,0.100387272,,,
1.6,-10,1.777952061,-6.570043426,1,1,3,3.429956574,0.177952061,,,
1.6,-9,2.192205751,-6.934268237,1,1,3,2.065731763,0.592205751,,,
1.6,-8,1.0571129,-5.074003324,1,1,3,2.925996676,0.5428871,,,
1.6,-7,1.503422285,-6.529101733,1,1,3,0.470898267,0.096577715,,,
1.6,-6,1.899847438,-7.064433743,1,1,3,1.064433743,0.299847438,,,
1.6,-5,1.252372025,-6.070715801,1,1,3,1.070715801,0.347627975,,,
1.6,-4,1.42327937,-2.883409176,1,1,3,1.116590824,0.17672063,,,
1.6,-3,1.645492788,-4.268232755,1,1,3,1.268232755,0.045492788,,,
1.6,-2,1.358997817,-1.972526706,1,1,3,0.027473294,0.241002183,,,
1.9,-10,1.544991615,-5.360132463,1,1,3,4.639867537,0.355008385,,,
1.9,-9,1.965770516,-4.916119994,1,1,3,4.083880006,0.065770516,,,
1.9,-8,2.229578466,-6.927810547,1,1,3,1.072189453,0.329578466,,,
1.9,-7,1.712881424,-7.377327706,1,1,3,0.377327706,0.187118576,,,
1.9,-6,1.222012111,-4.911533975,1,1,3,1.088466025,0.677987889,,,
1.9,-5,2.104314521,-4.876616178,1,1,3,0.123383822,0.204314521,,,
1.9,-4,2.09071888,-4.68147753,1,1,3,0.68147753,0.19071888,,,
1.9,-3,1.522285456,-4.023994742,1,1,3,1.023994742,0.377714544,,,
1.9,-2,1.44204194,-2.479794506,1,1,3,0.479794506,0.45795806,,,
2.2,-10,2.033719658,-4.974851593,1,1,3,5.025148407,0.166280342,,,
2.2,-9,1.820783679,-5.967150766,1,1,3,3.032849234,0.379216321,,,
2.2,-8,2.300926415,-6.080295621,1,1,3,1.919704379,0.100926415,,,
2.2,-7,1.618004189,-5.194074484,1,1,3,1.805925516,0.581995811,,,
2.2,-6,1.853314963,-1.95161125,1,1,3,4.04838875,0.346685037,,,
2.2,-5,1.382358689,-5.87237007,1,1,3,0.87237007,0.817641311,,,
2.2,-4,1.205864121,-6.584153848,1,1,3,2.584153848,0.994135879,,,
2.2,-3,2.203761291,-5.506511325,1,1,3,2.506511325,0.003761291,,,
2.2,-2,1.373684279,-2.955297861,1,1,3,0.955297861,0.826315721,,,
2.5,-10,1.952326861,-5.049890642,1,1,3,4.950109358,0.547673139,,,
2.5,-9,1.952736186,-5.766598088,1,1,3,3.233401912,0.547263814,,,
2.5,-8,1.716855112,-6.088022559,1,1,3,1.911977441,0.783144888,,,
2.5,-7,1.705665631,-6.573079769,1,1,3,0.426920231,0.794334369,,,
2.5,-6,1.369406112,-6.113996236,1,1,3,0.113996236,1.130593888,,,
2.5,-5,1.794580655,-5.296379095,1,1,3,0.296379095,0.705419345,,,
2.5,-4,2.077871556,-5.65032628,1,1,3,1.65032628,0.422128444,,,
2.5,-3,1.891593825,-6.050126739,1,1,3,3.050126739,0.608406175,,,
2.5,-2,1.507822856,-2.763227332,1,1,3,0.763227332,0.992177144,,,
0.1,-10,0.088469758,-7.387455528,1,1,4,2.612544472,0.011530242,,,
0.1,-9,0.165582445,-7.665805759,1,1,4,1.334194241,0.065582445,,,
0.1,-8,0.07713651,-7.127790106,1,1,4,0.872209894,0.02286349,,,
0.1,-7,0.129871392,-5.905703542,1,1,4,1.094296458,0.029871392,,,
0.1,-6,0.059362503,-5.997935491,1,1,4,0.002064509,0.040637497,,,
0.1,-5,0.112298835,-4.597219903,1,1,4,0.402780097,0.012298835,,,
0.1,-4,0.08470102,-4.107693786,1,1,4,0.107693786,0.01529898,,,
0.1,-3,0.143649303,-3.226610003,1,1,4,0.226610003,0.043649303,,,
0.1,-2,0.093812608,-2.006207792,1,1,4,0.006207792,0.006187392,,,
0.4,-10,0.400347715,-6.208504452,1,1,4,3.791495548,0.000347715,,,
0.4,-9,0.362678719,-7.680340103,1,1,4,1.319659897,0.037321281,,,
0.4,-8,0.322725732,-7.356235473,1,1,4,0.643764527,0.077274268,,,
0.4,-7,0.270563226,-7.255446256,1,1,4,0.255446256,0.129436774,,,
0.4,-6,0.353784422,-6.524671515,1,1,4,0.524671515,0.046215578,,,
0.4,-5,0.398593261,-6.161650302,1,1,4,1.161650302,0.001406739,,,
0.4,-4,0.378667573,-4.076766088,1,1,4,0.076766088,0.021332427,,,
0.4,-3,0.492254203,-2.218144042,1,1,4,0.781855958,0.092254203,,,
0.4,-2,0.450532077,-2.083194178,1,1,4,0.083194178,0.050532077,,,
0.7,-10,0.900342681,-6.809748252,1,1,4,3.190251748,0.200342681,,,
0.7,-9,0.546031372,-7.902787613,1,1,4,1.097212387,0.153968628,,,
0.7,-8,0.787683577,-6.787894831,1,1,4,1.212105169,0.087683577,,,
0.7,-7,0.757872457,-6.791754211,1,1,4,0.208245789,0.057872457,,,
0.7,-6,0.449057243,-6.42988142,1,1,4,0.42988142,0.250942757,,,
0.7,-5,0.495751876,-6.860476618,1,1,4,1.860476618,0.204248124,,,
0.7,-4,0.685865813,-4.599456768,1,1,4,0.599456768,0.014134187,,,
0.7,-3,0.555847704,-4.399755231,1,1,4,1.399755231,0.144152296,,,
0.7,-2,0.536826372,-2.408203704,1,1,4,0.408203704,0.163173628,,,
1,-10,0.682476912,-6.381306432,1,1,4,3.618693568,0.317523088,,,
1,-9,0.744059695,-7.386814928,1,1,4,1.613185072,0.255940305,,,
1,-8,0.89780828,-7.061264856,1,1,4,0.938735144,0.10219172,,,
1,-7,1.111127425,-5.648480265,1,1,4,1.351519735,0.111127425,,,
1,-6,1.015367779,-5.15120057,1,1,4,0.84879943,0.015367779,,,
1,-5,1.078647893,-5.007872254,1,1,4,0.007872254,0.078647893,,,
1,-4,0.758156516,-5.327157716,1,1,4,1.327157716,0.241843484,,,
1,-3,1.041576691,-2.652398856,1,1,4,0.347601144,0.041576691,,,
1,-2,0.952471324,-2.429232727,1,1,4,0.429232727,0.047528676,,,
1.3,-10,1.484966633,-7.19843414,1,1,4,2.80156586,0.184966633,,,
1.3,-9,1.148387816,-6.211159845,1,1,4,2.788840155,0.151612184,,,
1.3,-8,1.307259919,-5.984687105,1,1,4,2.015312895,0.007259919,,,
1.3,-7,1.119380523,-5.460823168,1,1,4,1.539176832,0.180619477,,,
1.3,-6,1.261085426,-6.60182767,1,1,4,0.60182767,0.038914574,,,
1.3,-5,1.229893778,-4.390464124,1,1,4,0.609535876,0.070106222,,,
1.3,-4,1.026269261,-4.100023741,1,1,4,0.100023741,0.273730739,,,
1.3,-3,1.624214647,-5.108510507,1,1,4,2.108510507,0.324214647,,,
1.3,-2,1.393393277,-2.191358506,1,1,4,0.191358506,0.093393277,,,
1.6,-10,1.48741147,-6.648035688,1,1,4,3.351964312,0.11258853,,,
1.6,-9,1.450250042,-5.465661737,1,1,4,3.534338263,0.149749958,,,
1.6,-8,1.90613307,-6.791537319,1,1,4,1.208462681,0.30613307,,,
1.6,-7,1.472925946,-5.519844694,1,1,4,1.480155306,0.127074054,,,
1.6,-6,2.301084439,-5.492383934,1,1,4,0.507616066,0.701084439,,,
1.6,-5,1.452679129,-4.664071988,1,1,4,0.335928012,0.147320871,,,
1.6,-4,1.716429406,-5.255184611,1,1,4,1.255184611,0.116429406,,,
1.6,-3,2.02360693,-3.57058207,1,1,4,0.57058207,0.42360693,,,
1.6,-2,1.70812799,-2.222372155,1,1,4,0.222372155,0.10812799,,,
1.9,-10,1.147791612,-6.99043398,1,1,4,3.00956602,0.752208388,,,
1.9,-9,1.775593977,-5.977553333,1,1,4,3.022446667,0.124406023,,,
1.9,-8,1.835775133,-6.926551695,1,1,4,1.073448305,0.064224867,,,
1.9,-7,2.098462697,-7.107908393,1,1,4,0.107908393,0.198462697,,,
1.9,-6,1.67329533,-6.693070583,1,1,4,0.693070583,0.22670467,,,
1.9,-5,1.378818471,-5.100957625,1,1,4,0.100957625,0.521181529,,,
1.9,-4,1.839314769,-3.713638289,1,1,4,0.286361711,0.060685231,,,
1.9,-3,1.676806074,-3.329823145,1,1,4,0.329823145,0.223193926,,,
1.9,-2,1.157404888,-6.941481283,1,1,4,4.941481283,0.742595112,,,
2.2,-10,1.818530867,-6.242509024,1,1,4,3.757490976,0.381469133,,,
2.2,-9,2.144534211,-5.806441537,1,1,4,3.193558463,0.055465789,,,
2.2,-8,1.534744242,-7.139876533,1,1,4,0.860123467,0.665255758,,,
2.2,-7,1.376237198,-6.887815747,1,1,4,0.112184253,0.823762802,,,
2.2,-6,1.918499062,-7.181704953,1,1,4,1.181704953,0.281500938,,,
2.2,-5,1.579631869,-4.743083042,1,1,4,0.256916958,0.620368131,,,
2.2,-4,2.117980169,-5.91817147,1,1,4,1.91817147,0.082019831,,,
2.2,-3,2.244193883,-3.319492417,1,1,4,0.319492417,0.044193883,,,
2.2,-2,1.691288165,-3.073913814,1,1,4,1.073913814,0.508711835,,,
2.5,-10,2.006358413,-6.267351963,1,1,4,3.732648037,0.493641587,,,
2.5,-9,1.204977509,-7.745003474,1,1,4,1.254996526,1.295022491,,,
2.5,-8,2.066781661,-5.87150666,1,1,4,2.12849334,0.433218339,,,
2.5,-7,2.115437733,-6.408533198,1,1,4,0.591466802,0.384562267,,,
2.5,-6,2.200914589,-5.151296238,1,1,4,0.848703762,0.299085411,,,
2.5,-5,2.321146348,-6.569272266,1,1,4,1.569272266,0.178853652,,,
2.5,-4,1.884387426,-6.436421409,1,1,4,2.436421409,0.615612574,,,
2.5,-3,2.04344088,-5.280930044,1,1,4,2.280930044,0.45655912,,,
2.5,-2,2.144739794,-3.227363641,1,1,4,1.227363641,0.355260206,,,
0.1,-10,0.147488806,-7.197205889,1,1,5,2.802794111,0.047488806,,,
0.1,-9,0.190074464,-6.237023111,1,1,5,2.762976889,0.090074464,,,
0.1,-8,0.08460325,-8.116868853,1,1,5,0.116868853,0.01539675,,,
0.1,-7,0.109637858,-7.419279877,1,1,5,0.419279877,0.009637858,,,
0.1,-6,0.103748208,-6.090007351,1,1,5,0.090007351,0.003748208,,,
0.1,-5,0.030274996,-5.168270403,1,1,5,0.168270403,0.069725004,,,
0.1,-4,0.066718444,-3.943096108,1,1,5,0.056903892,0.033281556,,,
0.1,-3,0.175437767,-2.842299692,1,1,5,0.157700308,0.075437767,,,
0.1,-2,0.038928661,-2.193553296,1,1,5,0.193553296,0.061071339,,,
0.4,-10,0.460143187,-7.82398028,1,1,5,2.17601972,0.060143187,,,
0.4,-9,0.441070747,-7.454626473,1,1,5,1.545373527,0.041070747,,,
0.4,-8,0.346167521,-6.961552724,1,1,5,1.038447276,0.053832479,,,
0.4,-7,0.433224769,-7.609612802,1,1,5,0.609612802,0.033224769,,,
0.4,-6,0.441445184,-5.8151168,1,1,5,0.1848832,0.041445184,,,
0.4,-5,0.397119815,-5.175216053,1,1,5,0.175216053,0.002880185,,,
