true__action_noise,true__xprob_volatility,estimated__action_noise,estimated__xprob_volatility,prior_idx,input_sequence_idx,simulation_idx,Column1,Column2,,,
1.3,-3,1.412290504,-3.533722202,1,1,4,0.533722202,0.112290504,,,
0.1,-5,0.053624134,-5.537893905,1,1,5,0.537893905,0.046375866,,,
0.7,-3,0.749621076,-3.540358985,1,1,9,0.540358985,0.049621076,,,
1.6,-5,1.373021342,-5.546761084,1,1,6,0.546761084,0.226978658,,,
1.6,-3,1.584222261,-3.550889547,1,1,7,0.550889547,0.015777739,,,
1.3,-2,1.013703807,-2.553389592,1,1,5,0.553389592,0.286296193,,,
0.4,-3,0.463542283,-3.554546627,1,1,9,0.554546627,0.063542283,,,
1.6,-2,1.427640704,-2.558194463,1,1,10,0.558194463,0.172359296,,,
1.6,-7,1.850151945,-6.440629715,1,1,8,0.559370285,0.250151945,,,
1.3,-2,1.1708477,-2.562096286,1,1,10,0.562096286,0.1291523,,,
1,-4,1.266789038,-4.562657751,1,1,8,0.562657751,0.266789038,,,
1.3,-2,1.028848449,-2.564218471,1,1,9,0.564218471,0.271151551,,,
1.9,-2,1.205861619,-2.572971598,1,1,5,0.572971598,0.694138381,,,
0.4,-5,0.424439392,-5.573791343,1,1,2,0.573791343,0.024439392,,,
0.7,-2,0.543186967,-2.574358539,1,1,8,0.574358539,0.156813033,,,
1.3,-3,1.438716797,-3.581991231,1,1,3,0.581991231,0.138716797,,,
1,-6,0.946843751,-5.412643165,1,1,7,0.587356835,0.053156249,,,
0.7,-6,0.723733461,-6.592966253,1,1,8,0.592966253,0.023733461,,,
2.2,-7,1.464365038,-6.39996624,1,1,5,0.60003376,0.735634962,,,
0.7,-7,0.932502895,-6.396848853,1,1,1,0.603151147,0.232502895,,,
1.3,-2,1.269443516,-2.603471107,1,1,3,0.603471107,0.030556484,,,
1.9,-7,1.833094861,-6.395449914,1,1,3,0.604550086,0.066905139,,,
2.2,-6,1.798263052,-6.605125285,1,1,6,0.605125285,0.401736948,,,
0.4,-3,0.618748063,-2.392639714,1,1,1,0.607360286,0.218748063,,,
1.3,-5,1.581991654,-5.612432425,1,1,6,0.612432425,0.281991654,,,
1,-6,1.228579468,-5.38655282,1,1,2,0.61344718,0.228579468,,,
1.9,-6,1.686007059,-5.380002298,1,1,1,0.619997702,0.213992941,,,
0.4,-6,0.357007905,-6.624489332,1,1,8,0.624489332,0.042992095,,,
1.6,-4,1.664546032,-4.631945962,1,1,8,0.631945962,0.064546032,,,
1,-3,1.092778097,-3.633782549,1,1,7,0.633782549,0.092778097,,,
1.6,-6,1.121359861,-5.35887964,1,1,3,0.64112036,0.478640139,,,
2.5,-5,1.910685391,-5.642754273,1,1,2,0.642754273,0.589314609,,,
0.4,-6,0.320227289,-6.656787979,1,1,10,0.656787979,0.079772711,,,
2.2,-5,1.176746825,-5.660380297,1,1,9,0.660380297,1.023253175,,,
0.1,-6,0.036897763,-5.332599992,1,1,1,0.667400008,0.063102237,,,
1.3,-3,1.033104624,-3.669630195,1,1,2,0.669630195,0.266895376,,,
2.5,-5,2.217244055,-5.670553343,1,1,6,0.670553343,0.282755945,,,
1,-6,0.896415931,-6.673213423,1,1,3,0.673213423,0.103584069,,,
2.2,-5,1.853792251,-5.673903738,1,1,4,0.673903738,0.346207749,,,
0.4,-5,0.400224665,-4.325773643,1,1,3,0.674226357,0.000224665,,,
0.4,-4,0.238704578,-3.325636299,1,1,10,0.674363701,0.161295422,,,
1,-2,0.921803416,-2.674997081,1,1,2,0.674997081,0.078196584,,,
2.2,-5,2.083054047,-5.677762938,1,1,8,0.677762938,0.116945953,,,
1.6,-6,1.231191433,-5.318999962,1,1,10,0.681000038,0.368808567,,,
1.9,-7,1.59890867,-6.314960745,1,1,10,0.685039255,0.30109133,,,
1.3,-7,1.302248504,-6.310615689,1,1,7,0.689384311,0.002248504,,,
0.7,-4,0.965090566,-3.309952742,1,1,10,0.690047258,0.265090566,,,
1.6,-5,1.304003855,-5.694841102,1,1,4,0.694841102,0.295996145,,,
0.7,-3,0.768190222,-3.694862722,1,1,8,0.694862722,0.068190222,,,
0.4,-4,0.334566071,-3.304331393,1,1,8,0.695668607,0.065433929,,,
2.5,-6,1.973968511,-6.696353892,1,1,9,0.696353892,0.526031489,,,
0.4,-7,0.390290818,-6.300832235,1,1,8,0.699167765,0.009709182,,,
2.2,-5,2.048738135,-5.706324752,1,1,1,0.706324752,0.151261865,,,
0.4,-5,0.345392163,-4.289863868,1,1,1,0.710136132,0.054607837,,,
1,-2,1.295144516,-2.713882898,1,1,5,0.713882898,0.295144516,,,
0.1,-4,0.165584259,-4.717816865,1,1,7,0.717816865,0.065584259,,,
1.6,-4,1.531533665,-4.717869296,1,1,2,0.717869296,0.068466335,,,
0.4,-3,0.314610818,-3.720435464,1,1,7,0.720435464,0.085389182,,,
1.3,-7,1.450008356,-6.279024908,1,1,5,0.720975092,0.150008356,,,
0.7,-5,0.807695152,-5.721628192,1,1,2,0.721628192,0.107695152,,,
1,-3,0.728571039,-3.72196169,1,1,10,0.72196169,0.271428961,,,
0.1,-6,0.034482707,-5.2738221,1,1,4,0.7261779,0.065517293,,,
1,-5,0.661372756,-4.26633147,1,1,7,0.73366853,0.338627244,,,
2.5,-7,2.309839689,-6.265712521,1,1,6,0.734287479,0.190160311,,,
0.4,-6,0.662489008,-5.260708204,1,1,4,0.739291796,0.262489008,,,
0.4,-5,0.306040073,-5.749590543,1,1,10,0.749590543,0.093959927,,,
1,-4,1.155153767,-4.752409078,1,1,1,0.752409078,0.155153767,,,
2.2,-7,1.483146142,-6.245261395,1,1,3,0.754738605,0.716853858,,,
2.2,-7,1.303081815,-6.242481638,1,1,6,0.757518362,0.896918185,,,
0.4,-5,0.36946314,-5.758043632,1,1,6,0.758043632,0.03053686,,,
1,-5,1.208906658,-4.239709468,1,1,6,0.760290532,0.208906658,,,
2.2,-6,1.781098441,-6.761337271,1,1,8,0.761337271,0.418901559,,,
1.6,-4,1.653786882,-3.237273674,1,1,9,0.762726326,0.053786882,,,
0.1,-6,0.040494826,-5.236092751,1,1,5,0.763907249,0.059505174,,,
1,-6,0.928191466,-5.231299805,1,1,5,0.768700195,0.071808534,,,
1.6,-3,1.674073521,-3.771529204,1,1,1,0.771529204,0.074073521,,,
2.5,-5,2.082604899,-5.774837716,1,1,8,0.774837716,0.417395101,,,
0.7,-2,0.694583191,-2.775798829,1,1,3,0.775798829,0.005416809,,,
1.3,-7,1.278361609,-6.223894442,1,1,6,0.776105558,0.021638391,,,
0.4,-8,0.405319454,-7.223824014,1,1,4,0.776175986,0.005319454,,,
0.7,-4,0.913467243,-4.778215282,1,1,5,0.778215282,0.213467243,,,
2.5,-5,2.190308622,-5.780815021,1,1,5,0.780815021,0.309691378,,,
0.4,-8,0.417735711,-7.217939248,1,1,6,0.782060752,0.017735711,,,
2.2,-5,1.897512207,-5.785343314,1,1,2,0.785343314,0.302487793,,,
1.3,-6,1.264465761,-6.790805948,1,1,2,0.790805948,0.035534239,,,
0.4,-4,0.309477333,-4.791173957,1,1,7,0.791173957,0.090522667,,,
0.7,-4,0.738772,-3.204101525,1,1,6,0.795898475,0.038772,,,
0.4,-4,0.365528084,-4.797655675,1,1,4,0.797655675,0.034471916,,,
0.1,-6,0.15891457,-5.190281753,1,1,6,0.809718247,0.05891457,,,
1.3,-6,1.192488393,-5.185609856,1,1,10,0.814390144,0.107511607,,,
1.6,-4,1.509126302,-4.816740588,1,1,7,0.816740588,0.090873698,,,
1.6,-6,1.790913593,-5.18289115,1,1,4,0.81710885,0.190913593,,,
0.1,-7,0.082424087,-6.170336764,1,1,7,0.829663236,0.017575913,,,
1.6,-3,1.258077493,-3.830753652,1,1,9,0.830753652,0.341922507,,,
2.2,-3,1.308656222,-3.831392682,1,1,4,0.831392682,0.891343778,,,
1.3,-7,1.577641491,-6.166782933,1,1,4,0.833217067,0.277641491,,,
0.1,-7,0.080437578,-6.159050346,1,1,8,0.840949654,0.019562422,,,
2.2,-3,1.588112844,-3.849421183,1,1,5,0.849421183,0.611887156,,,
0.7,-5,1.014833653,-4.149433225,1,1,1,0.850566775,0.314833653,,,
1,-7,0.820484317,-6.147260511,1,1,8,0.852739489,0.179515683,,,
1.9,-6,1.627313864,-5.145873688,1,1,10,0.854126312,0.272686136,,,
1.6,-6,1.258392398,-5.142099806,1,1,8,0.857900194,0.341607602,,,
1.3,-6,1.090928552,-6.863285529,1,1,1,0.863285529,0.209071448,,,
0.4,-8,0.459733356,-7.125514704,1,1,5,0.874485296,0.059733356,,,
1.3,-5,0.826546785,-5.877348584,1,1,5,0.877348584,0.473453215,,,
1.6,-2,1.783500688,-2.877840405,1,1,4,0.877840405,0.183500688,,,
1.6,-5,1.417392348,-5.880916472,1,1,9,0.880916472,0.182607652,,,
0.4,-6,0.315135332,-6.883341675,1,1,3,0.883341675,0.084864668,,,
1.9,-2,1.768809518,-2.890609723,1,1,7,0.890609723,0.131190482,,,
2.5,-2,1.68153008,-2.892153565,1,1,4,0.892153565,0.81846992,,,
0.4,-8,0.261021033,-7.102913741,1,1,1,0.897086259,0.138978967,,,
2.2,-2,1.744045187,-2.900727222,1,1,1,0.900727222,0.455954813,,,
1,-7,1.250441258,-6.09849514,1,1,1,0.90150486,0.250441258,,,
2.5,-5,1.964221875,-5.902946067,1,1,7,0.902946067,0.535778125,,,
1.3,-5,1.409661413,-5.909469006,1,1,2,0.909469006,0.109661413,,,
2.2,-7,1.997368385,-6.088603907,1,1,8,0.911396093,0.202631615,,,
0.7,-7,0.756755286,-6.084330477,1,1,3,0.915669523,0.056755286,,,
2.5,-7,1.890704913,-6.080905934,1,1,9,0.919094066,0.609295087,,,
1.3,-4,1.619401038,-3.077861756,1,1,4,0.922138244,0.319401038,,,
1.9,-6,1.850892652,-5.076207152,1,1,5,0.923792848,0.049107348,,,
1.3,-4,1.056514115,-4.926233383,1,1,5,0.926233383,0.243485885,,,
