true__action_noise,true__xprob_volatility,estimated__action_noise,estimated__xprob_volatility,prior_idx,input_sequence_idx,simulation_idx
1.3,-7,0.8696780009302283,-5.9151609200571915,1,1,1
1.3,-6,1.3259248280767415,-5.44439778383347,1,1,1
1.3,-5,1.086045021916761,-5.544316323592541,1,1,1
1.3,-4,0.8290531703914623,-3.9803176058720267,1,1,1
1.3,-3,1.2002354820835603,-4.133508885537145,1,1,1
1.3,-2,0.9738129536378914,-2.475261895998356,1,1,1
1.6,-10,1.4628565229172716,-6.304039894260967,1,1,1
1.6,-9,1.8791742881542368,-4.528875109221188,1,1,1
1.6,-8,1.6145142147558924,-7.306537720712263,1,1,1
1.6,-7,1.2153373359621102,-5.7207561023707285,1,1,1
1.6,-6,1.2710485786085004,-6.713939653545442,1,1,1
1.6,-5,1.4596561302866127,-4.2497585634354325,1,1,1
1.6,-4,1.2622689099939173,-4.737126600828191,1,1,1
1.6,-3,1.2461331746661952,-3.6549055537445514,1,1,1
1.6,-2,1.5504007714669976,-2.9388107177115397,1,1,1
1.9,-10,1.482002619746793,-5.6037872099266455,1,1,1
1.9,-9,1.554819163840125,-6.855972813333077,1,1,1
1.9,-8,2.21404032685324,-6.276632200908914,1,1,1
1.9,-7,1.963622129853735,-6.299952400399988,1,1,1
1.9,-6,1.8371358825968742,-7.147114287365234,1,1,1
1.9,-5,1.7050057163890158,-4.97579563932037,1,1,1
1.9,-4,1.1934209090566101,-6.360857860247835,1,1,1
1.9,-3,1.5275727434800492,-4.386492413481875,1,1,1
1.9,-2,1.3194554262348075,-3.580479590745261,1,1,1
2.2,-10,2.138764536912948,-6.441555592304112,1,1,1
2.2,-9,2.0221347496144735,-6.173651314245236,1,1,1
2.2,-8,1.2693617534053179,-6.41860339150684,1,1,1
2.2,-7,1.2531614640227988,-5.552388142922052,1,1,1
2.2,-6,2.258165023656188,-6.017768588750984,1,1,1
2.2,-5,2.0259857876775107,-6.337070255541525,1,1,1
2.2,-4,2.3199726459587433,-5.390015166126663,1,1,1
2.2,-3,1.3091508309353044,-4.411951417098848,1,1,1
2.2,-2,1.3654150610571847,-4.6441529683490135,1,1,1
2.5,-10,1.8799635841392137,-5.729289485857532,1,1,1
2.5,-9,1.2141564698779956,-6.878829109381057,1,1,1
2.5,-8,1.328463226597928,-5.985240419718879,1,1,1
2.5,-7,1.6614163225259841,-6.047080061747854,1,1,1
2.5,-6,2.0426923705214506,-5.809008882694691,1,1,1
2.5,-5,1.9343977849631688,-5.444646750549763,1,1,1
2.5,-4,1.7418126515781378,-4.645810053574608,1,1,1
2.5,-3,1.815034775074916,-5.104465292938657,1,1,1
2.5,-2,1.733563837057054,-3.280194616751647,1,1,1
0.1,-10,0.11897403153756403,-7.937078735878554,1,1,2
0.1,-9,0.11666076097054297,-7.664137778548984,1,1,2
0.1,-8,0.15115081322343846,-7.316949255503815,1,1,2
0.1,-7,0.08392265821962996,-7.6670120826436,1,1,2
0.1,-6,0.05369263680504793,-6.01270975153931,1,1,2
0.1,-5,0.06086197367206201,-5.355816839791689,1,1,2
0.1,-4,0.19173145766390376,-4.22879616304733,1,1,2
0.1,-3,0.07320651032655492,-2.828861995898718,1,1,2
0.1,-2,0.1804961150049127,-1.9645911158325287,1,1,2
0.4,-10,0.4894802957551024,-7.583375116501119,1,1,2
0.4,-9,0.44066327144741335,-7.170700806019385,1,1,2
0.4,-8,0.41468532993046303,-8.128918459648682,1,1,2
0.4,-7,0.4564611660253523,-6.493662915491795,1,1,2
0.4,-6,0.34690169244875846,-5.458476577553949,1,1,2
0.4,-5,0.6250144797561659,-5.767015189387401,1,1,2
0.4,-4,0.5265097267135044,-3.7458365995867497,1,1,2
0.4,-3,0.3870140662499851,-3.4860885560653885,1,1,2
0.4,-2,0.3530377201343124,-1.8729945973219284,1,1,2
0.7,-10,0.8315684273192738,-6.5168831767469,1,1,2
0.7,-9,0.8093613439194784,-6.478994097004123,1,1,2
0.7,-8,0.5639366957974133,-7.134888747529545,1,1,2
0.7,-7,0.8794851939330837,-7.45966665101058,1,1,2
0.7,-6,0.9686419052057353,-4.851744618856402,1,1,2
0.7,-5,0.5272794504099214,-4.46829076847996,1,1,2
0.7,-4,1.1389962241307208,-3.14536079340545,1,1,2
0.7,-3,0.6751499530778875,-3.1221831896200216,1,1,2
0.7,-2,0.599602755956608,-1.6987367830766802,1,1,2
1.0,-10,1.1298491682843605,-7.394717644004364,1,1,2
1.0,-9,1.0782131131713135,-6.918790862036865,1,1,2
1.0,-8,1.0773182046356338,-5.768451420231925,1,1,2
1.0,-7,1.1182625519597793,-6.857786800370718,1,1,2
1.0,-6,1.0604393537307923,-6.2358060866717535,1,1,2
1.0,-5,0.8666784239395773,-4.740304310929286,1,1,2
1.0,-4,0.9415476455502092,-4.1496114965475845,1,1,2
1.0,-3,1.0133167205312077,-2.8228358631016057,1,1,2
1.0,-2,1.1440846221759977,-2.632421490445417,1,1,2
1.3,-10,1.3399791000925663,-6.583862147789887,1,1,2
1.3,-9,1.5296962824384197,-7.157895470411873,1,1,2
1.3,-8,1.533690216382413,-6.102680824122279,1,1,2
1.3,-7,1.663516520617921,-5.353925619860803,1,1,2
1.3,-6,1.1024269238527966,-5.96514953311086,1,1,2
1.3,-5,1.3323510999396317,-5.258127966627173,1,1,2
1.3,-4,1.2182647421338137,-6.736522299604795,1,1,2
1.3,-3,1.080925500525506,-3.564458248621253,1,1,2
1.3,-2,1.2372369124849962,-2.1375132871895675,1,1,2
1.6,-10,1.8935011631785512,-6.260902618786487,1,1,2
1.6,-9,1.1714279429658636,-7.441521213907889,1,1,2
1.6,-8,1.4643093849811142,-5.875930511193353,1,1,2
1.6,-7,1.3486014803737936,-6.695022714179025,1,1,2
1.6,-6,1.4167376397371583,-5.164644941604938,1,1,2
1.6,-5,1.5323327361633705,-5.2365948261175035,1,1,2
1.6,-4,1.7187945671866367,-5.542792827671917,1,1,2
1.6,-3,1.7655348489649212,-2.2475408829042625,1,1,2
1.6,-2,1.4010663082921901,-1.7749503377323483,1,1,2
1.9,-10,1.6303561143700864,-6.009069785160184,1,1,2
1.9,-9,1.7479230937339967,-7.376580614617161,1,1,2
1.9,-8,1.5401167704673961,-5.759949810380834,1,1,2
1.9,-7,1.4759797677410815,-5.667103324826362,1,1,2
1.9,-6,1.4793457397005514,-4.941147423240327,1,1,2
1.9,-5,1.3502411837534516,-5.99010704845462,1,1,2
1.9,-4,1.698363338898781,-4.966786805892521,1,1,2
1.9,-3,1.9332942397995474,-3.2782784739324278,1,1,2
1.9,-2,1.325653996731193,-3.807306618489483,1,1,2
2.2,-10,2.1282146990589315,-6.698868600800513,1,1,2
2.2,-9,1.701575044400316,-6.818070209896078,1,1,2
2.2,-8,1.5938765498527205,-5.211088965493352,1,1,2
2.2,-7,1.9672603424286201,-4.660651016356015,1,1,2
2.2,-6,1.5172096816326865,-5.318893604432137,1,1,2
2.2,-5,1.7063861843642376,-4.452198856921589,1,1,2
2.2,-4,1.3910373500320907,-4.958747014840995,1,1,2
2.2,-3,1.6473310300088655,-4.957607850338369,1,1,2
2.2,-2,1.1818770709753783,-5.65474825502967,1,1,2
2.5,-10,2.1826869059855305,-5.384092846866157,1,1,2
2.5,-9,1.5968327507930253,-6.4062442305548,1,1,2
2.5,-8,2.2026134712828984,-5.88119006733905,1,1,2
2.5,-7,1.865817816859476,-4.589273074826392,1,1,2
2.5,-6,1.5605467836907372,-5.132572974510547,1,1,2
2.5,-5,1.786665842650411,-7.33204919614276,1,1,2
2.5,-4,1.7259488076565317,-5.434239152299688,1,1,2
2.5,-3,1.7296362728968513,-2.6726703087403245,1,1,2
2.5,-2,1.5147968392255982,-3.08789318890945,1,1,2
0.1,-10,0.138517940788919,-6.264415207435926,1,1,3
0.1,-9,0.15671272835276118,-7.700633707920565,1,1,3
0.1,-8,0.020361019601103002,-7.0060394069928,1,1,3
0.1,-7,0.12143305367501878,-7.2341205996062445,1,1,3
0.1,-6,0.12048828206088535,-5.209701292353615,1,1,3
0.1,-5,0.07114087945294853,-5.498536973481947,1,1,3
0.1,-4,0.180315013089514,-4.291184864794284,1,1,3
0.1,-3,0.03734513472384589,-2.580906906113488,1,1,3
0.1,-2,0.18194194687234705,-1.998454533753427,1,1,3
0.4,-10,0.43541598767251555,-7.924990249466166,1,1,3
0.4,-9,0.4340811455433351,-7.431084383037356,1,1,3
0.4,-8,0.4250592425330668,-6.3933149022296085,1,1,3
0.4,-7,0.39929569123475245,-6.683491710821402,1,1,3
0.4,-6,0.4884588343212507,-6.323889090966734,1,1,3
0.4,-5,0.30996528443179705,-5.296923254423109,1,1,3
0.4,-4,0.4620987967874758,-4.7260408010640695,1,1,3
0.4,-3,0.3715902600070322,-3.133347604515525,1,1,3
0.4,-2,0.4007489159493805,-1.7881193096720014,1,1,3
0.7,-10,1.006393098712108,-6.853117740201679,1,1,3
0.7,-9,1.070643179283758,-6.752739088727452,1,1,3
0.7,-8,0.9288132363772488,-5.406540413592959,1,1,3
0.7,-7,1.1792018208691273,-6.8316253148584885,1,1,3
0.7,-6,0.6682170162316622,-5.654641987081408,1,1,3
0.7,-5,0.8306687087890181,-5.201869597894357,1,1,3
0.7,-4,0.8615122886628985,-4.6143612517409345,1,1,3
0.7,-3,0.74318605116632,-3.2345370827683797,1,1,3
0.7,-2,0.9391948454271233,-2.185066363907878,1,1,3
1.0,-10,0.9538368597922007,-6.06562471459346,1,1,3
1.0,-9,0.8924383002329126,-8.013210817498873,1,1,3
1.0,-8,1.4613720665094907,-5.2037914152712395,1,1,3
1.0,-7,1.1272182311623662,-7.480303736462056,1,1,3
1.0,-6,1.0804422696186333,-7.123930947232189,1,1,3
1.0,-5,1.2235158631991443,-4.481375617490685,1,1,3
1.0,-4,1.1599089003287197,-3.1886340519250185,1,1,3
1.0,-3,0.8773880302609941,-3.41780967380561,1,1,3
1.0,-2,1.3340606027075745,-1.5657373173265228,1,1,3
1.3,-10,1.7568454787336272,-6.553745606833244,1,1,3
1.3,-9,1.2007817574953379,-5.817731959760248,1,1,3
1.3,-8,1.6086932283323185,-6.374993270562748,1,1,3
1.3,-7,1.4279423432265772,-6.214989258773491,1,1,3
1.3,-6,2.0081497757848137,-2.8155696377242156,1,1,3
1.3,-5,0.6891798876491121,-6.3771145623444365,1,1,3
1.3,-4,1.124024165598791,-4.665360802757702,1,1,3
1.3,-3,1.2045919189355692,-3.5445706239427777,1,1,3
1.3,-2,1.1996127281059366,-1.825848833798917,1,1,3
1.6,-10,1.7779520605094699,-6.570043426049915,1,1,3
1.6,-9,2.1922057506122226,-6.934268236824027,1,1,3
1.6,-8,1.0571128998252157,-5.074003324364957,1,1,3
1.6,-7,1.5034222854723924,-6.529101732718258,1,1,3
1.6,-6,1.8998474384922805,-7.064433743139203,1,1,3
1.6,-5,1.2523720249888621,-6.070715801249058,1,1,3
1.6,-4,1.4232793702101458,-2.883409175605297,1,1,3
1.6,-3,1.6454927884804713,-4.268232754626364,1,1,3
1.6,-2,1.3589978172383548,-1.9725267055314335,1,1,3
1.9,-10,1.5449916146188838,-5.360132462948571,1,1,3
1.9,-9,1.9657705159872276,-4.9161199936966575,1,1,3
1.9,-8,2.229578466046894,-6.9278105468956905,1,1,3
1.9,-7,1.7128814238087213,-7.377327705711597,1,1,3
1.9,-6,1.2220121109232447,-4.911533975472651,1,1,3
1.9,-5,2.104314520563646,-4.8766161784652935,1,1,3
1.9,-4,2.0907188804007473,-4.681477529902988,1,1,3
1.9,-3,1.5222854555649734,-4.023994742341798,1,1,3
1.9,-2,1.4420419399822435,-2.4797945063553253,1,1,3
2.2,-10,2.0337196579909564,-4.9748515926752,1,1,3
2.2,-9,1.8207836791914815,-5.9671507655472285,1,1,3
2.2,-8,2.300926414991354,-6.080295620565394,1,1,3
2.2,-7,1.6180041889421117,-5.194074483998046,1,1,3
2.2,-6,1.8533149626193586,-1.9516112497917573,1,1,3
2.2,-5,1.3823586889044817,-5.872370069971285,1,1,3
2.2,-4,1.2058641211806256,-6.584153847925567,1,1,3
2.2,-3,2.2037612905160824,-5.506511325401879,1,1,3
2.2,-2,1.3736842786613255,-2.9552978610151692,1,1,3
2.5,-10,1.9523268606632072,-5.049890641904516,1,1,3
2.5,-9,1.952736185763848,-5.766598088129069,1,1,3
2.5,-8,1.7168551118445192,-6.0880225587127335,1,1,3
2.5,-7,1.7056656314616045,-6.5730797692425345,1,1,3
2.5,-6,1.369406111535557,-6.113996236142114,1,1,3
2.5,-5,1.7945806551961587,-5.296379095115169,1,1,3
2.5,-4,2.0778715559890046,-5.650326279734692,1,1,3
2.5,-3,1.8915938254490672,-6.05012673882377,1,1,3
2.5,-2,1.5078228558024778,-2.7632273317712186,1,1,3
0.1,-10,0.08846975849446184,-7.38745552790932,1,1,4
0.1,-9,0.16558244509000494,-7.665805759174945,1,1,4
0.1,-8,0.07713650956641496,-7.127790105858381,1,1,4
0.1,-7,0.1298713920843102,-5.905703542379735,1,1,4
0.1,-6,0.059362503390654825,-5.997935491065558,1,1,4
0.1,-5,0.11229883451670317,-4.597219902715365,1,1,4
0.1,-4,0.08470102044331104,-4.107693786425905,1,1,4
0.1,-3,0.14364930264332665,-3.226610003426009,1,1,4
0.1,-2,0.09381260756405158,-2.0062077924837682,1,1,4
0.4,-10,0.4003477145926492,-6.20850445243159,1,1,4
0.4,-9,0.3626787192908809,-7.68034010271051,1,1,4
0.4,-8,0.32272573176974045,-7.356235472915699,1,1,4
0.4,-7,0.2705632264049419,-7.2554462558897805,1,1,4
0.4,-6,0.35378442215994155,-6.524671514699859,1,1,4
0.4,-5,0.398593261169897,-6.161650301987283,1,1,4
0.4,-4,0.37866757313477795,-4.076766087577502,1,1,4
0.4,-3,0.492254203094937,-2.2181440418845018,1,1,4
0.4,-2,0.45053207734966966,-2.083194178202735,1,1,4
0.7,-10,0.9003426810581081,-6.8097482522341215,1,1,4
0.7,-9,0.5460313724156921,-7.9027876126986385,1,1,4
0.7,-8,0.7876835769512214,-6.787894830538258,1,1,4
0.7,-7,0.7578724568429964,-6.791754211495475,1,1,4
0.7,-6,0.449057242900909,-6.429881420442113,1,1,4
0.7,-5,0.49575187580998914,-6.86047661826154,1,1,4
0.7,-4,0.6858658127929439,-4.599456768165259,1,1,4
0.7,-3,0.5558477035698792,-4.399755231062761,1,1,4
0.7,-2,0.5368263717301981,-2.4082037039871813,1,1,4
1.0,-10,0.6824769123416263,-6.381306432470696,1,1,4
1.0,-9,0.7440596946893818,-7.386814927909656,1,1,4
1.0,-8,0.8978082803642102,-7.061264856068874,1,1,4
1.0,-7,1.1111274247431973,-5.6484802653934265,1,1,4
1.0,-6,1.0153677794738103,-5.151200569884192,1,1,4
1.0,-5,1.0786478927051566,-5.007872254331689,1,1,4
1.0,-4,0.7581565156908426,-5.3271577156549315,1,1,4
1.0,-3,1.0415766905595318,-2.652398856131976,1,1,4
1.0,-2,0.9524713238063249,-2.4292327268737597,1,1,4
1.3,-10,1.4849666329525615,-7.1984341403744265,1,1,4
1.3,-9,1.1483878162721894,-6.211159844659977,1,1,4
1.3,-8,1.3072599189534084,-5.984687105245073,1,1,4
1.3,-7,1.1193805231560559,-5.460823168114894,1,1,4
1.3,-6,1.2610854257372872,-6.601827670477853,1,1,4
1.3,-5,1.229893777812317,-4.390464124244138,1,1,4
1.3,-4,1.0262692614539235,-4.100023741154966,1,1,4
1.3,-3,1.6242146465489613,-5.108510507123218,1,1,4
1.3,-2,1.393393276963477,-2.1913585055496307,1,1,4
1.6,-10,1.4874114696361334,-6.6480356878970035,1,1,4
1.6,-9,1.4502500423697051,-5.4656617370117395,1,1,4
1.6,-8,1.9061330704595376,-6.79153731856315,1,1,4
1.6,-7,1.4729259462118025,-5.51984469380082,1,1,4
1.6,-6,2.3010844385998688,-5.492383933869155,1,1,4
1.6,-5,1.4526791291689305,-4.664071988111557,1,1,4
1.6,-4,1.7164294061830607,-5.255184611419207,1,1,4
1.6,-3,2.0236069300281656,-3.570582070189701,1,1,4
1.6,-2,1.7081279896475121,-2.2223721547134567,1,1,4
1.9,-10,1.1477916124143146,-6.990433979717006,1,1,4
1.9,-9,1.7755939765985664,-5.977553333160742,1,1,4
1.9,-8,1.8357751325066114,-6.926551695056722,1,1,4
1.9,-7,2.0984626965254525,-7.1079083927239175,1,1,4
1.9,-6,1.6732953303108038,-6.693070583229327,1,1,4
1.9,-5,1.3788184713322857,-5.100957624953793,1,1,4
1.9,-4,1.8393147693182939,-3.7136382894639004,1,1,4
1.9,-3,1.6768060744780564,-3.3298231452926945,1,1,4
1.9,-2,1.1574048884009063,-6.9414812832413215,1,1,4
2.2,-10,1.8185308672119116,-6.24250902363411,1,1,4
2.2,-9,2.1445342112846335,-5.806441537438581,1,1,4
2.2,-8,1.5347442424408615,-7.139876533456173,1,1,4
2.2,-7,1.3762371977277905,-6.887815747250842,1,1,4
2.2,-6,1.918499061651517,-7.181704952523582,1,1,4
2.2,-5,1.5796318685465272,-4.743083041729754,1,1,4
2.2,-4,2.1179801687193613,-5.918171469634787,1,1,4
2.2,-3,2.244193883119355,-3.319492416954957,1,1,4
2.2,-2,1.6912881647465747,-3.0739138141681277,1,1,4
2.5,-10,2.0063584127326375,-6.2673519632071715,1,1,4
2.5,-9,1.2049775087007082,-7.745003474019628,1,1,4
2.5,-8,2.0667816609234766,-5.87150666000692,1,1,4
2.5,-7,2.1154377334090646,-6.408533197652366,1,1,4
2.5,-6,2.200914588744965,-5.15129623831477,1,1,4
2.5,-5,2.3211463476097407,-6.569272266023855,1,1,4
2.5,-4,1.8843874256408109,-6.436421409015853,1,1,4
2.5,-3,2.0434408801140256,-5.280930043551013,1,1,4
2.5,-2,2.1447397941285047,-3.227363640623573,1,1,4
0.1,-10,0.1474888060357565,-7.1972058894646445,1,1,5
0.1,-9,0.19007446389673233,-6.237023111269309,1,1,5
0.1,-8,0.08460325025717255,-8.116868853464165,1,1,5
0.1,-7,0.10963785847517538,-7.419279876775764,1,1,5
0.1,-6,0.10374820849245639,-6.090007351252085,1,1,5
0.1,-5,0.030274995647912313,-5.168270403404685,1,1,5
0.1,-4,0.06671844407612412,-3.943096107649657,1,1,5
0.1,-3,0.17543776739813946,-2.842299691882614,1,1,5
0.1,-2,0.038928661343295895,-2.193553296069271,1,1,5
0.4,-10,0.46014318725944126,-7.823980280031347,1,1,5
0.4,-9,0.4410707472747948,-7.454626472936002,1,1,5
0.4,-8,0.34616752144721885,-6.961552723834181,1,1,5
0.4,-7,0.4332247694794606,-7.609612802118787,1,1,5
0.4,-6,0.44144518351861717,-5.815116800090958,1,1,5
0.4,-5,0.3971198151245722,-5.175216053047238,1,1,5
0.4,-4,0.40090601238138124,-4.052500789946198,1,1,5
0.4,-3,0.4413157133771173,-3.2251865308685073,1,1,5
0.4,-2,0.39156396687398776,-2.1523215575985466,1,1,5
0.7,-10,0.9359629806658647,-7.27232482847856,1,1,5
0.7,-9,0.6013843326180975,-7.43394602746317,1,1,5
0.7,-8,0.8561236609275177,-6.992114567246283,1,1,5
0.7,-7,0.6828695334694409,-6.239144593317757,1,1,5
0.7,-6,0.8033928922166362,-6.259795532565322,1,1,5
0.7,-5,0.6439655539902344,-4.7014235015043715,1,1,5
0.7,-4,0.6001110936316209,-3.871177917081394,1,1,5
0.7,-3,0.8349926948244496,-2.4187673814802837,1,1,5
0.7,-2,0.6167547257599022,-2.0314630972471575,1,1,5
1.0,-10,0.7830939738477953,-7.177849396268996,1,1,5
1.0,-9,1.1606406899924204,-7.66765914544507,1,1,5
1.0,-8,1.3203864107001726,-5.217090940598672,1,1,5
1.0,-7,0.8367887718289715,-7.480546456317713,1,1,5
1.0,-6,1.279234455382799,-6.065072812226447,1,1,5
1.0,-5,0.9412276519206837,-4.873774833718896,1,1,5
1.0,-4,1.091365198698257,-4.705126845800809,1,1,5
1.0,-3,0.8548426249678336,-3.9314271474741487,1,1,5
1.0,-2,0.9641144931939767,-2.092118797750053,1,1,5
1.3,-10,1.4767491721478248,-6.443314938324885,1,1,5
1.3,-9,1.5663797260001855,-6.7949423398492605,1,1,5
1.3,-8,1.3633732763564246,-7.460406156491572,1,1,5
1.3,-7,1.540761391546711,-5.725887599982125,1,1,5
1.3,-6,1.3887410336088961,-5.547400676629022,1,1,5
1.3,-5,1.6056599408035988,-5.3644365708820425,1,1,5
1.3,-4,1.3733124820823164,-4.846244096993193,1,1,5
1.3,-3,1.2787281701272222,-3.4984596177146727,1,1,5
1.3,-2,1.4056678391205784,-3.852025668598421,1,1,5
1.6,-10,1.4046801258336736,-5.463917224386633,1,1,5
1.6,-9,1.741462228644992,-6.001048152610146,1,1,5
1.6,-8,1.6555966198413918,-6.469763926000163,1,1,5
1.6,-7,1.1680916107874655,-5.9957137492479085,1,1,5
1.6,-6,1.9681456171304237,-6.101857729289287,1,1,5
1.6,-5,1.0712791012277734,-6.779620535269094,1,1,5
1.6,-4,1.1046799816856614,-5.390891928030191,1,1,5
1.6,-3,1.5237042127502334,-3.466414565477309,1,1,5
1.6,-2,1.2638587954548723,-4.394062188403601,1,1,5
1.9,-10,1.7269720386025411,-5.644073308729666,1,1,5
1.9,-9,2.118090335345186,-7.375630981698434,1,1,5
1.9,-8,2.1018093597569742,-6.845757708793561,1,1,5
1.9,-7,1.541097288608864,-7.031251339987669,1,1,5
1.9,-6,1.7295034751883451,-5.219024718633401,1,1,5
1.9,-5,1.7217981646231342,-5.993775640143914,1,1,5
1.9,-4,1.6135113696133927,-5.093305106604744,1,1,5
1.9,-3,1.4746185336524869,-3.7245067928851663,1,1,5
1.9,-2,1.699183380918924,-3.1093723917840173,1,1,5
2.2,-10,1.3486844751821767,-5.835693885468439,1,1,5
2.2,-9,1.8633415344069684,-6.468108596498904,1,1,5
2.2,-8,1.626743476611881,-6.287574282195111,1,1,5
2.2,-7,2.0519042182618357,-6.546286358829439,1,1,5
2.2,-6,1.5790898225106562,-5.681486418208351,1,1,5
2.2,-5,1.6303618432322584,-3.9116405456888326,1,1,5
2.2,-4,1.9501870879757648,-4.534376170483153,1,1,5
2.2,-3,1.9803085536814562,-3.4973190531241163,1,1,5
2.2,-2,1.4908867052569517,-2.867407894772855,1,1,5
2.5,-10,1.7274430804066632,-6.063956849304002,1,1,5
2.5,-9,1.8507665435528424,-7.490818661067577,1,1,5
2.5,-8,1.9451180584666328,-6.426523654558737,1,1,5
2.5,-7,2.376877135714424,-6.6831589935923965,1,1,5
2.5,-6,1.6056160589561292,-7.036686491549167,1,1,5
2.5,-5,1.2331030077091274,-5.198438391920474,1,1,5
2.5,-4,2.1642650447532983,-6.611791576222139,1,1,5
2.5,-3,1.8192939589809938,-4.467731248681039,1,1,5
2.5,-2,1.684538238577896,-3.542245573848806,1,1,5
0.1,-10,0.13500081481748066,-7.841599622921141,1,1,6
0.1,-9,0.11455030538995659,-7.91108427070834,1,1,6
0.1,-8,0.14785647252884257,-5.912529235803985,1,1,6
0.1,-7,0.021594296312804236,-6.887734159058142,1,1,6
0.1,-6,0.11047662418540247,-6.026877871722544,1,1,6
0.1,-5,0.029155659528729002,-5.1765396358052,1,1,6
0.1,-4,0.12769355611658778,-4.201662051742069,1,1,6
0.1,-3,0.09409449122887162,-3.096898653893378,1,1,6
0.1,-2,0.07039793323944513,-2.1388332905615126,1,1,6
0.4,-10,0.4888514385354421,-7.596547239947532,1,1,6
0.4,-9,0.3825358575596049,-7.027039096263457,1,1,6
0.4,-8,0.42849228883695006,-6.52026765470419,1,1,6
0.4,-7,0.4862712218923617,-6.160582800384955,1,1,6
0.4,-6,0.41802460909184846,-5.636687149126331,1,1,6
0.4,-5,0.5074998253416745,-4.968892373937253,1,1,6
0.4,-4,0.5110003239659473,-3.9621663295375225,1,1,6
0.4,-3,0.43256438855226764,-3.106698014130754,1,1,6
0.4,-2,0.44611544597593833,-2.110047996546839,1,1,6
0.7,-10,0.7616347595707795,-6.39487947172074,1,1,6
0.7,-9,0.7507991413917091,-7.912112917064809,1,1,6
0.7,-8,0.5711269809777915,-7.944196588467877,1,1,6
0.7,-7,0.6458880703890604,-6.701548140514749,1,1,6
0.7,-6,0.4394460043166602,-7.243192689623934,1,1,6
0.7,-5,0.7182062804260044,-3.488590131049371,1,1,6
0.7,-4,0.7539514430823018,-3.707128832648235,1,1,6
0.7,-3,0.8997232978013492,-2.9310269746002517,1,1,6
0.7,-2,0.5859958369540734,-1.968201982413487,1,1,6
1.0,-10,1.513448748338827,-6.47015034308317,1,1,6
1.0,-9,1.2095415970752073,-6.144817985643307,1,1,6
1.0,-8,0.9062083796165039,-6.8044718190298035,1,1,6
1.0,-7,0.8927791920110371,-6.557090390795769,1,1,6
1.0,-6,0.6149827895518172,-7.254622612052611,1,1,6
1.0,-5,1.0179399959449076,-5.268618244186239,1,1,6
1.0,-4,1.1422510493988534,-3.6801673763121325,1,1,6
1.0,-3,0.9553716516964292,-4.7975207677780585,1,1,6
1.0,-2,0.85084780146324,-1.5837951593561648,1,1,6
1.3,-10,0.9054295535304367,-7.476187170012021,1,1,6
1.3,-9,1.525666544911668,-7.053995468981295,1,1,6
1.3,-8,1.3584000611618063,-6.0841408028713415,1,1,6
1.3,-7,1.2871326699057066,-5.3324068951889405,1,1,6
1.3,-6,1.214179460000158,-6.387059139023416,1,1,6
