true__action_noise,true__xprob_volatility,estimated__action_noise,estimated__xprob_volatility,prior_idx,input_sequence_idx,simulation_idx
2.5,-10,2.176934631757561,-6.6562699047712695,1,1,3
2.5,-9,2.056062450802784,-6.871488811534633,1,1,3
2.5,-8,1.9575294869497615,-6.188835561484664,1,1,3
2.5,-7,2.0370020679900755,-6.550707903601074,1,1,3
2.5,-6,1.9472707786039232,-4.817430658131048,1,1,3
2.5,-5,1.9346570185278265,-5.247225791620947,1,1,3
2.5,-4,2.083807831546876,-5.071049502547988,1,1,3
2.5,-3,1.548867324332194,-6.629314400698696,1,1,3
2.5,-2,1.640029839698271,-2.0690915620333548,1,1,3
0.1,-10,0.03643227152969082,-6.962214799288449,1,1,4
0.1,-9,0.06068054096395164,-7.292320112234016,1,1,4
0.1,-8,0.0577159041180875,-7.368567610121465,1,1,4
0.1,-7,0.11070952244700669,-7.289508492655781,1,1,4
0.1,-6,0.11388784054812903,-6.416109826688812,1,1,4
0.1,-5,0.03413487629606617,-4.49188434853064,1,1,4
0.1,-4,0.1572444910183244,-4.640773374369754,1,1,4
0.1,-3,0.07796431275864174,-3.0133204585449134,1,1,4
0.1,-2,0.02958104612826423,-1.948612065185522,1,1,4
0.4,-10,0.3569795285395919,-7.366678793361842,1,1,4
0.4,-9,0.3403287506747346,-6.139422526706145,1,1,4
0.4,-8,0.5379450819456948,-6.6556709542493735,1,1,4
0.4,-7,0.415693339644951,-6.983359236370246,1,1,4
0.4,-6,0.452379754176402,-5.624489334203342,1,1,4
0.4,-5,0.46550248983863046,-5.00531005358563,1,1,4
0.4,-4,0.3981319949932445,-3.9945253285658144,1,1,4
0.4,-3,0.4148503192433517,-3.730965171086628,1,1,4
0.4,-2,0.5270669949176896,-1.9789342790651574,1,1,4
0.7,-10,0.8901989903142209,-6.940937809624415,1,1,4
0.7,-9,0.643650407268235,-6.614197960081663,1,1,4
0.7,-8,0.8489841293949614,-5.815149059910965,1,1,4
0.7,-7,0.8638925469617706,-5.281970954121482,1,1,4
0.7,-6,0.7323915413330016,-5.883137485179193,1,1,4
0.7,-5,0.5639021450163393,-6.639646760757323,1,1,4
0.7,-4,0.5706601053351941,-5.30808477064179,1,1,4
0.7,-3,0.7206357529044344,-2.8918540821263496,1,1,4
0.7,-2,0.7333850422566368,-2.079310233299992,1,1,4
1.0,-10,1.3583188554154046,-5.792974883638186,1,1,4
1.0,-9,1.2746814146778536,-5.270468429138688,1,1,4
1.0,-8,1.3393298826007993,-6.46882374444694,1,1,4
1.0,-7,0.9510845149954812,-6.80552787855289,1,1,4
1.0,-6,1.2030648108441615,-5.240700584130822,1,1,4
1.0,-5,0.695125472151835,-6.781491362568392,1,1,4
1.0,-4,1.021295887066078,-3.759318631449036,1,1,4
1.0,-3,1.2173998770922818,-5.288875009145539,1,1,4
1.0,-2,0.8271565028181844,-2.0878359750318154,1,1,4
1.3,-10,1.3598767934727523,-6.7039093293648095,1,1,4
1.3,-9,1.2371640865172338,-7.777376090197333,1,1,4
1.3,-8,2.1194110159775947,-6.792225550794367,1,1,4
1.3,-7,1.4554091487762832,-7.341576155523225,1,1,4
1.3,-6,1.0214653588601372,-6.7499789472109235,1,1,4
1.3,-5,1.2705942124979726,-4.866988369147342,1,1,4
1.3,-4,1.2818042321262175,-4.812848916363951,1,1,4
1.3,-3,0.9986566409863414,-3.144684104079984,1,1,4
1.3,-2,1.0571946458880928,-1.9762810071524441,1,1,4
1.6,-10,1.5655636608815189,-6.464447465991267,1,1,4
1.6,-9,1.6681873502779916,-6.9518457436027195,1,1,4
1.6,-8,1.9204090975438302,-6.315118840461322,1,1,4
1.6,-7,1.6601546073719837,-6.080865277160894,1,1,4
1.6,-6,1.9964968660883922,-5.70842356101772,1,1,4
1.6,-5,1.9664969809652741,-6.211057513060677,1,1,4
1.6,-4,1.3359980559509919,-5.126420396522545,1,1,4
1.6,-3,1.4517946245781141,-3.6314223667105234,1,1,4
1.6,-2,1.6135716997746168,-2.0568186337829246,1,1,4
1.9,-10,1.3246042915978369,-5.188960442946492,1,1,4
1.9,-9,2.079989865286782,-5.655098715847663,1,1,4
1.9,-8,1.7310668948422103,-5.308643663577424,1,1,4
1.9,-7,1.9781998335867308,-5.1086997596362504,1,1,4
1.9,-6,1.9124654899218323,-6.177142224362552,1,1,4
1.9,-5,1.466256585430593,-4.623607206611491,1,1,4
1.9,-4,1.5196330532313702,-4.738294663977896,1,1,4
1.9,-3,2.032295374131519,-5.039397380908699,1,1,4
1.9,-2,1.2149943144967335,-2.1052874601878853,1,1,4
2.2,-10,1.6904383610780402,-6.004450605281283,1,1,4
2.2,-9,1.8957528389048652,-6.062160553918352,1,1,4
2.2,-8,1.8126306521165485,-7.009926687878107,1,1,4
2.2,-7,2.2953990189821027,-6.414530799137598,1,1,4
2.2,-6,2.32354796751469,-5.395684020693542,1,1,4
2.2,-5,1.8079545073222185,-5.372510589384687,1,1,4
2.2,-4,1.7823518853226954,-5.887960719474034,1,1,4
2.2,-3,1.8723098143403467,-5.998609705803488,1,1,4
2.2,-2,1.8681990432848026,-4.0136149921437765,1,1,4
2.5,-10,2.212148587745921,-6.105337797790687,1,1,4
2.5,-9,1.569973692262144,-5.478587053962245,1,1,4
2.5,-8,1.6813583449975682,-6.847726770742064,1,1,4
2.5,-7,2.4400293284673196,-5.0330573728614105,1,1,4
2.5,-6,1.8845544860499746,-6.351897750002506,1,1,4
2.5,-5,2.0948940692346794,-6.645112687229549,1,1,4
2.5,-4,1.8181462282449383,-5.540815957190665,1,1,4
2.5,-3,2.1622771358557062,-5.3653774708642725,1,1,4
2.5,-2,2.048255599323203,-6.335198502357059,1,1,4
0.1,-10,0.07310111994816902,-7.5873271776819236,1,1,5
0.1,-9,0.05924557255263301,-7.340804895717746,1,1,5
0.1,-8,0.1321067515922147,-7.41388065765739,1,1,5
0.1,-7,0.10191425994020381,-7.181468042845996,1,1,5
0.1,-6,0.18837166646063436,-5.984083157644845,1,1,5
0.1,-5,0.1486652920355664,-4.566668802143576,1,1,5
0.1,-4,0.16611750524710525,-4.132106207424482,1,1,5
0.1,-3,0.2116608965500386,-3.288500603755964,1,1,5
0.1,-2,0.07426220758223076,-2.0266422545895475,1,1,5
0.4,-10,0.470406396439709,-7.202325786779436,1,1,5
0.4,-9,0.51674637212231,-6.999078037633704,1,1,5
0.4,-8,0.4366016845009744,-6.680503309695053,1,1,5
0.4,-7,0.44578067510677954,-6.405931354945428,1,1,5
0.4,-6,0.3373212197774304,-5.144805236742004,1,1,5
0.4,-5,0.410303944864148,-5.19026942386135,1,1,5
0.4,-4,0.446445681902337,-4.095380984951543,1,1,5
0.4,-3,0.3336323378119564,-3.3308544721119295,1,1,5
0.4,-2,0.34909127586496974,-2.147183058331176,1,1,5
0.7,-10,1.0457999199944343,-6.909933629451535,1,1,5
0.7,-9,0.8691508071783183,-6.157901128735707,1,1,5
0.7,-8,0.7006308375875845,-6.2936778460116445,1,1,5
0.7,-7,0.7913221362183291,-5.740871235619348,1,1,5
0.7,-6,1.058025311102532,-5.594793863565785,1,1,5
0.7,-5,0.6589636360887339,-4.179847220416896,1,1,5
0.7,-4,0.7766486023179641,-3.284821656068311,1,1,5
0.7,-3,0.9225761837927795,-3.0667155789586085,1,1,5
0.7,-2,0.6047021450280243,-1.9269843169277954,1,1,5
1.0,-10,1.4127617710084173,-6.413354655149876,1,1,5
1.0,-9,1.5279520651976068,-6.435841191191569,1,1,5
1.0,-8,0.9843983711609314,-6.2697317883004615,1,1,5
1.0,-7,0.8705232004931902,-4.920191667638347,1,1,5
1.0,-6,1.0289681603480472,-5.2438594699551855,1,1,5
1.0,-5,1.0944834174731977,-5.61550368477946,1,1,5
1.0,-4,1.0415071812828445,-2.6043660947173057,1,1,5
1.0,-3,1.1094390397907172,-2.70640518149471,1,1,5
1.0,-2,0.7619648481770576,-2.0846364875808634,1,1,5
1.3,-10,1.1623715827310126,-7.049295734192436,1,1,5
1.3,-9,1.1263721142481435,-6.708769723259326,1,1,5
1.3,-8,0.9497724438306268,-6.5937146628993375,1,1,5
1.3,-7,0.9799383556045858,-6.479382050608221,1,1,5
1.3,-6,1.4474580474385426,-5.5559408106932135,1,1,5
1.3,-5,1.2786828208777465,-5.092174568470346,1,1,5
1.3,-4,0.9896747968560495,-5.825941014909493,1,1,5
1.3,-3,1.2223113798981804,-4.144852307939665,1,1,5
1.3,-2,1.10996019356381,-2.076014623433239,1,1,5
1.6,-10,2.049040345086016,-5.731958098235744,1,1,5
1.6,-9,1.5630486366245768,-6.6966714244672865,1,1,5
1.6,-8,1.516613405115341,-6.280756988756869,1,1,5
1.6,-7,1.371939247489192,-5.832815628774876,1,1,5
1.6,-6,1.2392432341488173,-4.380874985629237,1,1,5
1.6,-5,1.6687060572592243,-5.546981506239671,1,1,5
1.6,-4,0.9702703562982753,-5.663862425516758,1,1,5
1.6,-3,1.6774420125171337,-3.484846214330174,1,1,5
1.6,-2,1.0487639763754828,-2.337684179262762,1,1,5
1.9,-10,1.6220371283541772,-5.017215418897887,1,1,5
1.9,-9,2.0827359133882837,-5.225770498391915,1,1,5
1.9,-8,2.061547949084181,-6.618582494235155,1,1,5
1.9,-7,1.6260176075451391,-4.5880249915587,1,1,5
1.9,-6,1.9728256016831582,-6.370303135858782,1,1,5
1.9,-5,1.9347236103793084,-6.4581811025788465,1,1,5
1.9,-4,1.4814236065845816,-3.942125039478678,1,1,5
1.9,-3,1.3152252942089915,-3.151519421245509,1,1,5
1.9,-2,1.6644769269128843,-2.769400394358951,1,1,5
2.2,-10,2.1895225338121462,-6.083029275957221,1,1,5
2.2,-9,1.6434581585678514,-6.609740467067067,1,1,5
2.2,-8,2.1265718174198662,-6.795467147015382,1,1,5
2.2,-7,1.819013716808195,-6.572278205400808,1,1,5
2.2,-6,1.7457745059451815,-5.431655604968872,1,1,5
2.2,-5,1.9802146545890058,-5.758941986099008,1,1,5
2.2,-4,1.8387670093139503,-5.535407977314096,1,1,5
2.2,-3,1.5920065187999344,-3.291164898070498,1,1,5
2.2,-2,1.55808055101127,-1.9047838066106255,1,1,5
2.5,-10,1.9507362678775977,-5.971779958607927,1,1,5
2.5,-9,2.1118420663200714,-6.153916406744054,1,1,5
2.5,-8,1.8176459006402665,-4.1116317225547085,1,1,5
2.5,-7,1.9921054738610624,-6.1858236873906876,1,1,5
2.5,-6,1.728716434326563,-4.703746963763932,1,1,5
2.5,-5,2.5803345126687423,-6.351801394383548,1,1,5
2.5,-4,1.617464974122842,-6.595285738483469,1,1,5
2.5,-3,2.5257356910035167,-4.104405167460917,1,1,5
2.5,-2,2.0668488891222148,-3.3429974477807396,1,1,5
0.1,-10,0.06027790918408879,-7.257144633801216,1,1,6
0.1,-9,0.11795634427211397,-7.239601079003323,1,1,6
0.1,-8,0.1278915161058153,-7.165936661018712,1,1,6
0.1,-7,0.10823449822634565,-7.232024529508761,1,1,6
0.1,-6,0.1947896992685611,-5.574368054520945,1,1,6
0.1,-5,0.06612762893761064,-4.4116746312891495,1,1,6
0.1,-4,0.13421704787946764,-3.922404591902752,1,1,6
0.1,-3,0.07339194463875581,-2.990995890768555,1,1,6
0.1,-2,0.22060952720113436,-2.0684618892591877,1,1,6
0.4,-10,0.4936247267834137,-7.1350923375137745,1,1,6
0.4,-9,0.3624238903000704,-7.077805066901281,1,1,6
0.4,-8,0.5780540977564186,-7.103083872663044,1,1,6
0.4,-7,0.3820320206297814,-7.080390990562369,1,1,6
0.4,-6,0.43208029818550375,-5.819439011233168,1,1,6
0.4,-5,0.44919624182093154,-3.995915416912313,1,1,6
0.4,-4,0.5822140391497286,-4.463466858894563,1,1,6
0.4,-3,0.34664232554859964,-2.9820414744110884,1,1,6
0.4,-2,0.5767493386240614,-1.7845869164239807,1,1,6
0.7,-10,0.46556914798908894,-6.891612430780169,1,1,6
0.7,-9,1.003275097496911,-6.904024675442315,1,1,6
0.7,-8,0.9397551114301433,-6.947553560097387,1,1,6
0.7,-7,0.8792613012959629,-6.722036021272506,1,1,6
0.7,-6,0.705208176485527,-6.404836640001609,1,1,6
0.7,-5,0.5213800160785687,-4.019469663531154,1,1,6
0.7,-4,0.6902373252394993,-4.0188058262306185,1,1,6
0.7,-3,0.6332204195520872,-3.0566830521753774,1,1,6
0.7,-2,0.6252057478350925,-2.1176908322933077,1,1,6
1.0,-10,0.995860837013104,-7.007099236454886,1,1,6
1.0,-9,0.9268426805221593,-7.084471047440261,1,1,6
1.0,-8,1.0699657829373106,-4.836224468557736,1,1,6
1.0,-7,1.0329721340917537,-5.51721690813006,1,1,6
1.0,-6,0.9290241123590787,-5.569312494815076,1,1,6
1.0,-5,0.9174196469526723,-4.760863648483222,1,1,6
1.0,-4,0.8150782948658991,-4.705821140847096,1,1,6
1.0,-3,1.0073936083822366,-5.28568012395942,1,1,6
1.0,-2,0.7979067684419703,-2.046934181640199,1,1,6
1.3,-10,1.3688037061663296,-7.129702402834239,1,1,6
1.3,-9,1.0376546565474714,-6.519500254318255,1,1,6
1.3,-8,1.175991516007387,-6.999793968929348,1,1,6
1.3,-7,1.031583385107768,-7.140991475275905,1,1,6
1.3,-6,1.4264126535651829,-5.9429977228963144,1,1,6
1.3,-5,1.2608601170520166,-6.114868789225294,1,1,6
